"id","exchange_id","rate_close","rate_high","rate_low","rate_open","time_close","time_open","time_period_end","time_period_start"
45962,"BTC","23112.919933272","23158.427723949","23103.089194106","23158.427723949","2023-02-26 00:29:00+00","2023-02-26 00:00:00+00","2023-02-26 00:30:00+00","2023-02-26 00:00:00+00"
45963,"BTC","23100.485165849","23136.353343864","23088.211828651","23115.377910800","2023-02-26 00:59:00+00","2023-02-26 00:30:00+00","2023-02-26 01:00:00+00","2023-02-26 00:30:00+00"
45964,"BTC","23116.767096535","23126.674465840","23080.142907262","23098.306556530","2023-02-26 01:29:00+00","2023-02-26 01:00:00+00","2023-02-26 01:30:00+00","2023-02-26 01:00:00+00"
45965,"BTC","23112.440253389","23119.259862589","23082.328049761","23113.004460790","2023-02-26 01:59:00+00","2023-02-26 01:30:00+00","2023-02-26 02:00:00+00","2023-02-26 01:30:00+00"
45966,"BTC","23095.019495821","23114.805012879","23066.166019454","23114.805012879","2023-02-26 02:29:00+00","2023-02-26 02:00:00+00","2023-02-26 02:30:00+00","2023-02-26 02:00:00+00"
45967,"BTC","23235.762205109","23235.762205109","23083.462688577","23085.970443669","2023-02-26 02:59:00+00","2023-02-26 02:30:00+00","2023-02-26 03:00:00+00","2023-02-26 02:30:00+00"
45968,"BTC","23219.121538038","23239.809119785","23194.295196050","23239.809119785","2023-02-26 03:29:00+00","2023-02-26 03:00:00+00","2023-02-26 03:30:00+00","2023-02-26 03:00:00+00"
45969,"BTC","23215.266225868","23248.062962914","23215.266225868","23218.018911898","2023-02-26 03:59:00+00","2023-02-26 03:30:00+00","2023-02-26 04:00:00+00","2023-02-26 03:30:00+00"
45970,"BTC","23210.956846045","23224.420539321","23199.845672657","23216.199754982","2023-02-26 04:29:00+00","2023-02-26 04:00:00+00","2023-02-26 04:30:00+00","2023-02-26 04:00:00+00"
45971,"BTC","23184.672865245","23212.633153104","23166.662191014","23212.633153104","2023-02-26 04:59:00+00","2023-02-26 04:30:00+00","2023-02-26 05:00:00+00","2023-02-26 04:30:00+00"
45972,"BTC","23179.661370734","23201.195938979","23176.517653546","23190.999563691","2023-02-26 05:29:00+00","2023-02-26 05:00:00+00","2023-02-26 05:30:00+00","2023-02-26 05:00:00+00"
45973,"BTC","23135.855459173","23177.628032839","23135.855459173","23166.007463561","2023-02-26 05:59:00+00","2023-02-26 05:30:00+00","2023-02-26 06:00:00+00","2023-02-26 05:30:00+00"
45974,"BTC","23130.154680748","23151.510522376","23098.867743481","23128.157843671","2023-02-26 06:29:00+00","2023-02-26 06:00:00+00","2023-02-26 06:30:00+00","2023-02-26 06:00:00+00"
45975,"BTC","23169.892279135","23169.892279135","23136.973410731","23137.348846269","2023-02-26 06:59:00+00","2023-02-26 06:30:00+00","2023-02-26 07:00:00+00","2023-02-26 06:30:00+00"
45976,"BTC","23161.629291846","23184.773654147","23154.732625983","23169.676849083","2023-02-26 07:29:00+00","2023-02-26 07:00:00+00","2023-02-26 07:30:00+00","2023-02-26 07:00:00+00"
45977,"BTC","23148.038358471","23197.090635310","23145.589723213","23161.310334844","2023-02-26 07:59:00+00","2023-02-26 07:30:00+00","2023-02-26 08:00:00+00","2023-02-26 07:30:00+00"
45978,"BTC","23138.960575900","23160.555241718","23120.128273185","23156.465058440","2023-02-26 08:29:00+00","2023-02-26 08:00:00+00","2023-02-26 08:30:00+00","2023-02-26 08:00:00+00"
45979,"BTC","23158.094766012","23176.370788175","23131.546395892","23137.445386249","2023-02-26 08:59:00+00","2023-02-26 08:30:00+00","2023-02-26 09:00:00+00","2023-02-26 08:30:00+00"
45980,"BTC","23194.959084368","23194.959084368","23154.236564364","23154.236564364","2023-02-26 09:29:00+00","2023-02-26 09:00:00+00","2023-02-26 09:30:00+00","2023-02-26 09:00:00+00"
45981,"BTC","23263.484266796","23283.147491194","23203.315271361","23228.216585998","2023-02-26 09:59:00+00","2023-02-26 09:30:00+00","2023-02-26 10:00:00+00","2023-02-26 09:30:00+00"
45982,"BTC","23237.349267218","23281.214547913","23232.449723051","23281.214547913","2023-02-26 10:29:00+00","2023-02-26 10:00:00+00","2023-02-26 10:30:00+00","2023-02-26 10:00:00+00"
45983,"BTC","23233.539399538","23255.866434226","23215.616690000","23241.014999974","2023-02-26 10:59:00+00","2023-02-26 10:30:00+00","2023-02-26 11:00:00+00","2023-02-26 10:30:00+00"
45984,"BTC","23229.761160487","23245.070410260","23205.925283074","23239.690752367","2023-02-26 11:29:00+00","2023-02-26 11:00:00+00","2023-02-26 11:30:00+00","2023-02-26 11:00:00+00"
45985,"BTC","23252.260291984","23257.556235845","23219.329031484","23222.386768992","2023-02-26 11:59:00+00","2023-02-26 11:30:00+00","2023-02-26 12:00:00+00","2023-02-26 11:30:00+00"
45986,"BTC","23243.736085231","23275.214717367","23200.182642773","23256.689683378","2023-02-26 12:29:00+00","2023-02-26 12:00:00+00","2023-02-26 12:30:00+00","2023-02-26 12:00:00+00"
45987,"BTC","23160.481552529","23241.391557341","23146.545064106","23241.391557341","2023-02-26 12:59:00+00","2023-02-26 12:30:00+00","2023-02-26 13:00:00+00","2023-02-26 12:30:00+00"
45988,"BTC","23181.157827254","23186.695707978","23152.721404636","23166.000041080","2023-02-26 13:29:00+00","2023-02-26 13:00:00+00","2023-02-26 13:30:00+00","2023-02-26 13:00:00+00"
45989,"BTC","23200.833880766","23200.833880766","23175.760055965","23187.496908044","2023-02-26 13:59:00+00","2023-02-26 13:30:00+00","2023-02-26 14:00:00+00","2023-02-26 13:30:00+00"
45990,"BTC","23233.090557766","23287.299285890","23211.577366948","23217.975127126","2023-02-26 14:29:00+00","2023-02-26 14:00:00+00","2023-02-26 14:30:00+00","2023-02-26 14:00:00+00"
45991,"BTC","23204.563931356","23279.699440917","23191.898238927","23230.459447519","2023-02-26 14:59:00+00","2023-02-26 14:30:00+00","2023-02-26 15:00:00+00","2023-02-26 14:30:00+00"
45992,"BTC","23207.257162183","23237.366757380","23187.558060172","23195.231337035","2023-02-26 15:29:00+00","2023-02-26 15:00:00+00","2023-02-26 15:30:00+00","2023-02-26 15:00:00+00"
45993,"BTC","23245.867228536","23245.867228536","23192.714754637","23201.918284829","2023-02-26 15:59:00+00","2023-02-26 15:30:00+00","2023-02-26 16:00:00+00","2023-02-26 15:30:00+00"
45994,"BTC","23212.899264826","23257.635112198","23212.899264826","23250.534664424","2023-02-26 16:29:00+00","2023-02-26 16:00:00+00","2023-02-26 16:30:00+00","2023-02-26 16:00:00+00"
45995,"BTC","23183.145590633","23208.697091707","23174.756833840","23204.542103096","2023-02-26 16:59:00+00","2023-02-26 16:30:00+00","2023-02-26 17:00:00+00","2023-02-26 16:30:00+00"
45996,"BTC","23158.670152873","23194.331509965","23152.502435758","23186.843417400","2023-02-26 17:29:00+00","2023-02-26 17:00:00+00","2023-02-26 17:30:00+00","2023-02-26 17:00:00+00"
45997,"BTC","23223.862103291","23229.191568843","23160.635441531","23169.446983411","2023-02-26 17:59:00+00","2023-02-26 17:30:00+00","2023-02-26 18:00:00+00","2023-02-26 17:30:00+00"
45998,"BTC","23239.314989253","23280.235905353","23230.474209317","23242.777816735","2023-02-26 18:29:00+00","2023-02-26 18:00:00+00","2023-02-26 18:30:00+00","2023-02-26 18:00:00+00"
45999,"BTC","23475.711202515","23512.267425616","23224.734098188","23224.734098188","2023-02-26 18:59:00+00","2023-02-26 18:30:00+00","2023-02-26 19:00:00+00","2023-02-26 18:30:00+00"
46000,"BTC","23465.659769468","23505.230212617","23375.387663718","23487.033579260","2023-02-26 19:29:00+00","2023-02-26 19:00:00+00","2023-02-26 19:30:00+00","2023-02-26 19:00:00+00"
46001,"BTC","23486.628101432","23536.865337628","23459.449803234","23464.708788459","2023-02-26 19:59:00+00","2023-02-26 19:30:00+00","2023-02-26 20:00:00+00","2023-02-26 19:30:00+00"
46002,"BTC","23525.967035521","23536.971232470","23480.894875451","23501.072473314","2023-02-26 20:29:00+00","2023-02-26 20:00:00+00","2023-02-26 20:30:00+00","2023-02-26 20:00:00+00"
46003,"BTC","23636.025576672","23665.268517041","23558.356051470","23585.909107465","2023-02-26 20:59:00+00","2023-02-26 20:30:00+00","2023-02-26 21:00:00+00","2023-02-26 20:30:00+00"
46004,"BTC","23596.809569877","23651.429114871","23595.019684265","23640.649055444","2023-02-26 21:29:00+00","2023-02-26 21:00:00+00","2023-02-26 21:30:00+00","2023-02-26 21:00:00+00"
46005,"BTC","23561.216941984","23605.958625059","23561.216941984","23603.240373115","2023-02-26 21:59:00+00","2023-02-26 21:30:00+00","2023-02-26 22:00:00+00","2023-02-26 21:30:00+00"
46006,"BTC","23370.736169685","23593.810249018","23370.736169685","23563.451453283","2023-02-26 22:29:00+00","2023-02-26 22:00:00+00","2023-02-26 22:30:00+00","2023-02-26 22:00:00+00"
46007,"BTC","23470.413010898","23470.413010898","23332.193383353","23361.663408612","2023-02-26 22:59:00+00","2023-02-26 22:30:00+00","2023-02-26 23:00:00+00","2023-02-26 22:30:00+00"
46008,"BTC","23529.492613577","23573.033610446","23461.998158237","23478.133244164","2023-02-26 23:29:00+00","2023-02-26 23:00:00+00","2023-02-26 23:30:00+00","2023-02-26 23:00:00+00"
46009,"BTC","23560.175574119","23573.302250734","23515.668022265","23524.437888062","2023-02-26 23:59:00+00","2023-02-26 23:30:00+00","2023-02-27 00:00:00+00","2023-02-26 23:30:00+00"
46442,"BTC","23484.945832899","23560.303154473","23481.395603994","23556.991851947","2023-02-27 00:29:00+00","2023-02-27 00:00:00+00","2023-02-27 00:30:00+00","2023-02-27 00:00:00+00"
46443,"BTC","23499.213493859","23509.105540670","23463.319874997","23473.186817179","2023-02-27 00:59:00+00","2023-02-27 00:30:00+00","2023-02-27 01:00:00+00","2023-02-27 00:30:00+00"
46444,"BTC","23471.903727315","23493.095076075","23436.826117447","23493.095076075","2023-02-27 01:29:00+00","2023-02-27 01:00:00+00","2023-02-27 01:30:00+00","2023-02-27 01:00:00+00"
46445,"BTC","23563.229795921","23563.229795921","23468.249825242","23468.249825242","2023-02-27 01:59:00+00","2023-02-27 01:30:00+00","2023-02-27 02:00:00+00","2023-02-27 01:30:00+00"
46446,"BTC","23537.243285262","23630.282018522","23537.243285262","23553.479810773","2023-02-27 02:29:00+00","2023-02-27 02:00:00+00","2023-02-27 02:30:00+00","2023-02-27 02:00:00+00"
46447,"BTC","23560.405088400","23566.539403618","23528.174462431","23539.028683702","2023-02-27 02:59:00+00","2023-02-27 02:30:00+00","2023-02-27 03:00:00+00","2023-02-27 02:30:00+00"
46448,"BTC","23595.028544710","23636.961839050","23550.283298706","23559.759609263","2023-02-27 03:29:00+00","2023-02-27 03:00:00+00","2023-02-27 03:30:00+00","2023-02-27 03:00:00+00"
46449,"BTC","23555.554466940","23613.155508525","23554.201339289","23595.212997146","2023-02-27 03:59:00+00","2023-02-27 03:30:00+00","2023-02-27 04:00:00+00","2023-02-27 03:30:00+00"
46450,"BTC","23498.951039721","23557.961793974","23498.951039721","23554.491646577","2023-02-27 04:29:00+00","2023-02-27 04:00:00+00","2023-02-27 04:30:00+00","2023-02-27 04:00:00+00"
46451,"BTC","23494.135510990","23508.163414940","23474.533470519","23497.801985742","2023-02-27 04:59:00+00","2023-02-27 04:30:00+00","2023-02-27 05:00:00+00","2023-02-27 04:30:00+00"
46452,"BTC","23469.675570128","23504.648267774","23451.885264278","23492.305963017","2023-02-27 05:29:00+00","2023-02-27 05:00:00+00","2023-02-27 05:30:00+00","2023-02-27 05:00:00+00"
46453,"BTC","23381.064965766","23481.189653627","23362.715515364","23480.718013306","2023-02-27 05:59:00+00","2023-02-27 05:30:00+00","2023-02-27 06:00:00+00","2023-02-27 05:30:00+00"
46454,"BTC","23401.949433300","23437.403367019","23380.911622119","23393.236934287","2023-02-27 06:29:00+00","2023-02-27 06:00:00+00","2023-02-27 06:30:00+00","2023-02-27 06:00:00+00"
46455,"BTC","23408.872370522","23422.547261292","23380.401573415","23391.869618539","2023-02-27 06:59:00+00","2023-02-27 06:30:00+00","2023-02-27 07:00:00+00","2023-02-27 06:30:00+00"
46456,"BTC","23443.477708399","23447.626759273","23406.936630683","23406.936630683","2023-02-27 07:29:00+00","2023-02-27 07:00:00+00","2023-02-27 07:30:00+00","2023-02-27 07:00:00+00"
46457,"BTC","23424.833335977","23457.819400905","23424.833335977","23456.612680678","2023-02-27 07:59:00+00","2023-02-27 07:30:00+00","2023-02-27 08:00:00+00","2023-02-27 07:30:00+00"
46458,"BTC","23352.895860713","23448.169526978","23350.526378607","23424.908857922","2023-02-27 08:29:00+00","2023-02-27 08:00:00+00","2023-02-27 08:30:00+00","2023-02-27 08:00:00+00"
46459,"BTC","23359.189576398","23416.443736693","23351.159274772","23351.159274772","2023-02-27 08:59:00+00","2023-02-27 08:30:00+00","2023-02-27 09:00:00+00","2023-02-27 08:30:00+00"
46460,"BTC","23407.509233824","23409.903371996","23344.138166191","23360.737139782","2023-02-27 09:29:00+00","2023-02-27 09:00:00+00","2023-02-27 09:30:00+00","2023-02-27 09:00:00+00"
46461,"BTC","23392.764795673","23437.982938872","23386.415665727","23411.995904114","2023-02-27 09:59:00+00","2023-02-27 09:30:00+00","2023-02-27 10:00:00+00","2023-02-27 09:30:00+00"
46462,"BTC","23392.291398605","23397.678148127","23370.780284516","23389.985539344","2023-02-27 10:29:00+00","2023-02-27 10:00:00+00","2023-02-27 10:30:00+00","2023-02-27 10:00:00+00"
46463,"BTC","23375.256424514","23418.091597135","23351.432710696","23393.222235710","2023-02-27 10:59:00+00","2023-02-27 10:30:00+00","2023-02-27 11:00:00+00","2023-02-27 10:30:00+00"
46464,"BTC","23407.248137440","23420.645798079","23376.921361387","23379.111914953","2023-02-27 11:29:00+00","2023-02-27 11:00:00+00","2023-02-27 11:30:00+00","2023-02-27 11:00:00+00"
46465,"BTC","23423.098649524","23443.275833922","23419.451756954","23419.451756954","2023-02-27 11:56:00+00","2023-02-27 11:30:00+00","2023-02-27 12:00:00+00","2023-02-27 11:30:00+00"
46466,"BTC","23385.518973067","23436.789127276","23384.699454545","23436.789127276","2023-02-27 12:29:00+00","2023-02-27 12:01:00+00","2023-02-27 12:30:00+00","2023-02-27 12:00:00+00"
46467,"BTC","23399.036917284","23435.209636437","23383.261103857","23389.508171628","2023-02-27 12:59:00+00","2023-02-27 12:30:00+00","2023-02-27 13:00:00+00","2023-02-27 12:30:00+00"
46468,"BTC","23532.016315578","23532.016315578","23400.796431169","23403.009410058","2023-02-27 13:29:00+00","2023-02-27 13:00:00+00","2023-02-27 13:30:00+00","2023-02-27 13:00:00+00"
46469,"BTC","23695.458993186","23778.228650836","23556.114895540","23556.114895540","2023-02-27 13:59:00+00","2023-02-27 13:30:00+00","2023-02-27 14:00:00+00","2023-02-27 13:30:00+00"
46470,"BTC","23797.130193781","23827.729465793","23686.612072675","23703.118240400","2023-02-27 14:29:00+00","2023-02-27 14:00:00+00","2023-02-27 14:30:00+00","2023-02-27 14:00:00+00"
46471,"BTC","23813.521900276","23813.521900276","23735.105310561","23787.169073615","2023-02-27 14:59:00+00","2023-02-27 14:30:00+00","2023-02-27 15:00:00+00","2023-02-27 14:30:00+00"
46472,"BTC","23828.683523708","23875.655619510","23773.651976985","23802.574684692","2023-02-27 15:29:00+00","2023-02-27 15:00:00+00","2023-02-27 15:30:00+00","2023-02-27 15:00:00+00"
46473,"BTC","23560.329566491","23812.257769570","23525.167104760","23812.257769570","2023-02-27 15:59:00+00","2023-02-27 15:30:00+00","2023-02-27 16:00:00+00","2023-02-27 15:30:00+00"
46474,"BTC","23333.161783693","23606.779376219","23286.505484616","23555.147211039","2023-02-27 16:29:00+00","2023-02-27 16:00:00+00","2023-02-27 16:30:00+00","2023-02-27 16:00:00+00"
46475,"BTC","23403.569341768","23441.763364956","23192.026404578","23325.391614382","2023-02-27 16:59:00+00","2023-02-27 16:30:00+00","2023-02-27 17:00:00+00","2023-02-27 16:30:00+00"
46476,"BTC","23345.239831557","23397.605078930","23298.473459522","23392.600469148","2023-02-27 17:29:00+00","2023-02-27 17:00:00+00","2023-02-27 17:30:00+00","2023-02-27 17:00:00+00"
46477,"BTC","23342.466348064","23414.073435359","23338.322529686","23338.322529686","2023-02-27 17:59:00+00","2023-02-27 17:30:00+00","2023-02-27 18:00:00+00","2023-02-27 17:30:00+00"
46478,"BTC","23230.832695894","23366.184738314","23166.638444845","23334.931739137","2023-02-27 18:29:00+00","2023-02-27 18:00:00+00","2023-02-27 18:30:00+00","2023-02-27 18:00:00+00"
46479,"BTC","23267.144610735","23267.144610735","23177.488297011","23204.255188470","2023-02-27 18:59:00+00","2023-02-27 18:30:00+00","2023-02-27 19:00:00+00","2023-02-27 18:30:00+00"
46480,"BTC","23312.656543591","23345.568799867","23234.851946902","23289.176464345","2023-02-27 19:29:00+00","2023-02-27 19:00:00+00","2023-02-27 19:30:00+00","2023-02-27 19:00:00+00"
46481,"BTC","23294.686805993","23329.646322116","23265.737073248","23319.569060811","2023-02-27 19:59:00+00","2023-02-27 19:30:00+00","2023-02-27 20:00:00+00","2023-02-27 19:30:00+00"
46482,"BTC","23250.288351696","23277.765475810","23175.090188868","23277.765475810","2023-02-27 20:29:00+00","2023-02-27 20:00:00+00","2023-02-27 20:30:00+00","2023-02-27 20:00:00+00"
46483,"BTC","23311.882480999","23311.882480999","23209.407780205","23259.743451935","2023-02-27 20:59:00+00","2023-02-27 20:30:00+00","2023-02-27 21:00:00+00","2023-02-27 20:30:00+00"
46484,"BTC","23333.270148610","23364.306502032","23306.080584892","23320.203766354","2023-02-27 21:29:00+00","2023-02-27 21:00:00+00","2023-02-27 21:30:00+00","2023-02-27 21:00:00+00"
46485,"BTC","23383.511396394","23389.316211175","23349.250896953","23349.250896953","2023-02-27 21:59:00+00","2023-02-27 21:30:00+00","2023-02-27 22:00:00+00","2023-02-27 21:30:00+00"
46486,"BTC","23382.083086605","23430.129927430","23364.825001463","23382.507992224","2023-02-27 22:29:00+00","2023-02-27 22:00:00+00","2023-02-27 22:30:00+00","2023-02-27 22:00:00+00"
46487,"BTC","23473.807249764","23516.824910427","23380.171089877","23380.171089877","2023-02-27 22:59:00+00","2023-02-27 22:30:00+00","2023-02-27 23:00:00+00","2023-02-27 22:30:00+00"
46488,"BTC","23490.813223934","23516.802485173","23462.313787411","23481.898382392","2023-02-27 23:29:00+00","2023-02-27 23:00:00+00","2023-02-27 23:30:00+00","2023-02-27 23:00:00+00"
46489,"BTC","23495.619901811","23551.873553758","23487.628618213","23490.446721956","2023-02-27 23:59:00+00","2023-02-27 23:30:00+00","2023-02-28 00:00:00+00","2023-02-27 23:30:00+00"
46922,"BTC","23475.956381384","23535.307532745","23475.956381384","23491.235145955","2023-02-28 00:29:00+00","2023-02-28 00:00:00+00","2023-02-28 00:30:00+00","2023-02-28 00:00:00+00"
46923,"BTC","23418.734140392","23513.849621256","23418.734140392","23484.596194955","2023-02-28 00:59:00+00","2023-02-28 00:30:00+00","2023-02-28 01:00:00+00","2023-02-28 00:30:00+00"
46924,"BTC","23420.301346652","23453.908648193","23397.469563548","23420.386149961","2023-02-28 01:29:00+00","2023-02-28 01:00:00+00","2023-02-28 01:30:00+00","2023-02-28 01:00:00+00"
46925,"BTC","23436.274404189","23446.852703822","23362.080634643","23420.368827826","2023-02-28 01:59:00+00","2023-02-28 01:30:00+00","2023-02-28 02:00:00+00","2023-02-28 01:30:00+00"
46926,"BTC","23467.982398218","23467.982398218","23390.792175595","23430.584100664","2023-02-28 02:29:00+00","2023-02-28 02:00:00+00","2023-02-28 02:30:00+00","2023-02-28 02:00:00+00"
46927,"BTC","23429.388255105","23467.997732759","23414.778363068","23467.997732759","2023-02-28 02:59:00+00","2023-02-28 02:30:00+00","2023-02-28 03:00:00+00","2023-02-28 02:30:00+00"
46928,"BTC","23480.008588730","23511.517850358","23435.168302169","23439.023450896","2023-02-28 03:29:00+00","2023-02-28 03:00:00+00","2023-02-28 03:30:00+00","2023-02-28 03:00:00+00"
46929,"BTC","23460.006204306","23484.861329067","23452.161983398","23474.430195829","2023-02-28 03:59:00+00","2023-02-28 03:30:00+00","2023-02-28 04:00:00+00","2023-02-28 03:30:00+00"
46930,"BTC","23419.106112479","23464.765003193","23405.383092769","23464.765003193","2023-02-28 04:29:00+00","2023-02-28 04:00:00+00","2023-02-28 04:30:00+00","2023-02-28 04:00:00+00"
46931,"BTC","23411.260015519","23429.548869736","23391.355573913","23423.804941339","2023-02-28 04:59:00+00","2023-02-28 04:30:00+00","2023-02-28 05:00:00+00","2023-02-28 04:30:00+00"
46932,"BTC","23425.235955911","23442.618584674","23406.293283879","23413.303566105","2023-02-28 05:29:00+00","2023-02-28 05:00:00+00","2023-02-28 05:30:00+00","2023-02-28 05:00:00+00"
46933,"BTC","23375.119186008","23426.219116145","23369.054753239","23426.219116145","2023-02-28 05:59:00+00","2023-02-28 05:30:00+00","2023-02-28 06:00:00+00","2023-02-28 05:30:00+00"
46934,"BTC","23387.622497031","23405.448948317","23370.932660460","23375.945813543","2023-02-28 06:29:00+00","2023-02-28 06:00:00+00","2023-02-28 06:30:00+00","2023-02-28 06:00:00+00"
46935,"BTC","23389.818091819","23409.264555790","23370.396689412","23372.360950940","2023-02-28 06:59:00+00","2023-02-28 06:30:00+00","2023-02-28 07:00:00+00","2023-02-28 06:30:00+00"
46936,"BTC","23364.303950922","23393.523891167","23359.622468115","23390.825205469","2023-02-28 07:29:00+00","2023-02-28 07:00:00+00","2023-02-28 07:30:00+00","2023-02-28 07:00:00+00"
46937,"BTC","23239.646408193","23372.369512836","23231.443226792","23354.346221297","2023-02-28 07:59:00+00","2023-02-28 07:30:00+00","2023-02-28 08:00:00+00","2023-02-28 07:30:00+00"
46938,"BTC","23285.215480278","23291.938116578","23207.957860636","23235.664317793","2023-02-28 08:29:00+00","2023-02-28 08:00:00+00","2023-02-28 08:30:00+00","2023-02-28 08:00:00+00"
46939,"BTC","23276.026480649","23297.587094475","23244.247272309","23291.318598475","2023-02-28 08:59:00+00","2023-02-28 08:30:00+00","2023-02-28 09:00:00+00","2023-02-28 08:30:00+00"
46940,"BTC","23290.999209912","23314.964670102","23259.508785218","23263.949895247","2023-02-28 09:29:00+00","2023-02-28 09:00:00+00","2023-02-28 09:30:00+00","2023-02-28 09:00:00+00"
46941,"BTC","23281.131523969","23295.305476038","23245.738943076","23287.496823913","2023-02-28 09:59:00+00","2023-02-28 09:30:00+00","2023-02-28 10:00:00+00","2023-02-28 09:30:00+00"
46942,"BTC","23273.622468234","23305.770276255","23259.007189916","23268.658337445","2023-02-28 10:29:00+00","2023-02-28 10:00:00+00","2023-02-28 10:30:00+00","2023-02-28 10:00:00+00"
46943,"BTC","23365.414917745","23383.052947502","23289.522893591","23294.415506324","2023-02-28 10:59:00+00","2023-02-28 10:30:00+00","2023-02-28 11:00:00+00","2023-02-28 10:30:00+00"
46944,"BTC","23362.537019323","23372.311301439","23341.744255858","23363.683282108","2023-02-28 11:29:00+00","2023-02-28 11:00:00+00","2023-02-28 11:30:00+00","2023-02-28 11:00:00+00"
46945,"BTC","23397.735982068","23417.167815534","23348.098500630","23348.098500630","2023-02-28 11:59:00+00","2023-02-28 11:30:00+00","2023-02-28 12:00:00+00","2023-02-28 11:30:00+00"
46946,"BTC","23473.677116706","23491.879694342","23393.909527572","23393.909527572","2023-02-28 12:29:00+00","2023-02-28 12:00:00+00","2023-02-28 12:30:00+00","2023-02-28 12:00:00+00"
46947,"BTC","23468.504530494","23494.039841562","23442.381664323","23494.039841562","2023-02-28 12:59:00+00","2023-02-28 12:30:00+00","2023-02-28 13:00:00+00","2023-02-28 12:30:00+00"
46948,"BTC","23406.088074096","23478.967367864","23386.558810542","23453.639427214","2023-02-28 13:29:00+00","2023-02-28 13:00:00+00","2023-02-28 13:30:00+00","2023-02-28 13:00:00+00"
46949,"BTC","23401.933509674","23441.885948142","23378.556581394","23408.780393188","2023-02-28 13:59:00+00","2023-02-28 13:30:00+00","2023-02-28 14:00:00+00","2023-02-28 13:30:00+00"
46950,"BTC","23404.857962262","23428.487681637","23384.431666621","23403.659464624","2023-02-28 14:29:00+00","2023-02-28 14:00:00+00","2023-02-28 14:30:00+00","2023-02-28 14:00:00+00"
46951,"BTC","23436.064721691","23553.661380939","23334.294159509","23395.704631026","2023-02-28 14:59:00+00","2023-02-28 14:30:00+00","2023-02-28 15:00:00+00","2023-02-28 14:30:00+00"
46952,"BTC","23485.001404485","23524.845237005","23415.571098129","23426.796681214","2023-02-28 15:29:00+00","2023-02-28 15:00:00+00","2023-02-28 15:30:00+00","2023-02-28 15:00:00+00"
46953,"BTC","23509.366509046","23533.914007386","23468.424553062","23469.441917441","2023-02-28 15:59:00+00","2023-02-28 15:30:00+00","2023-02-28 16:00:00+00","2023-02-28 15:30:00+00"
46954,"BTC","23502.668322135","23592.850140502","23475.148926303","23520.115852765","2023-02-28 16:29:00+00","2023-02-28 16:00:00+00","2023-02-28 16:30:00+00","2023-02-28 16:00:00+00"
46955,"BTC","23451.938799360","23492.811438044","23439.693139371","23489.249954205","2023-02-28 16:59:00+00","2023-02-28 16:30:00+00","2023-02-28 17:00:00+00","2023-02-28 16:30:00+00"
46956,"BTC","23514.574176153","23536.232541237","23453.194763793","23457.029826981","2023-02-28 17:29:00+00","2023-02-28 17:00:00+00","2023-02-28 17:30:00+00","2023-02-28 17:00:00+00"
46957,"BTC","23529.175492483","23554.826220190","23479.120544821","23504.090890533","2023-02-28 17:59:00+00","2023-02-28 17:30:00+00","2023-02-28 18:00:00+00","2023-02-28 17:30:00+00"
46958,"BTC","23484.165210215","23544.338797325","23451.627376403","23526.645903263","2023-02-28 18:29:00+00","2023-02-28 18:00:00+00","2023-02-28 18:30:00+00","2023-02-28 18:00:00+00"
46959,"BTC","23477.846468581","23494.613002030","23452.385735874","23482.772764328","2023-02-28 18:59:00+00","2023-02-28 18:30:00+00","2023-02-28 19:00:00+00","2023-02-28 18:30:00+00"
46960,"BTC","23284.035946839","23485.865136978","23284.035946839","23480.483163100","2023-02-28 19:29:00+00","2023-02-28 19:00:00+00","2023-02-28 19:30:00+00","2023-02-28 19:00:00+00"
46961,"BTC","23263.744573554","23308.334304652","23232.398782485","23232.398782485","2023-02-28 19:59:00+00","2023-02-28 19:30:00+00","2023-02-28 20:00:00+00","2023-02-28 19:30:00+00"
46962,"BTC","23289.005222583","23308.654468437","23191.615426208","23265.792536572","2023-02-28 20:29:00+00","2023-02-28 20:00:00+00","2023-02-28 20:30:00+00","2023-02-28 20:00:00+00"
46963,"BTC","23300.691201531","23342.287301966","23232.550640787","23260.631176574","2023-02-28 20:59:00+00","2023-02-28 20:30:00+00","2023-02-28 21:00:00+00","2023-02-28 20:30:00+00"
46964,"BTC","23194.696099265","23274.988968910","23136.599988292","23274.988968910","2023-02-28 21:29:00+00","2023-02-28 21:00:00+00","2023-02-28 21:30:00+00","2023-02-28 21:00:00+00"
46965,"BTC","23149.100611452","23196.383385788","23043.481126116","23196.383385788","2023-02-28 21:59:00+00","2023-02-28 21:30:00+00","2023-02-28 22:00:00+00","2023-02-28 21:30:00+00"
46966,"BTC","23199.349547987","23237.124946449","23111.239668953","23144.182795795","2023-02-28 22:29:00+00","2023-02-28 22:00:00+00","2023-02-28 22:30:00+00","2023-02-28 22:00:00+00"
46967,"BTC","23153.337485165","23225.362980608","23138.586042973","23199.344480980","2023-02-28 22:59:00+00","2023-02-28 22:30:00+00","2023-02-28 23:00:00+00","2023-02-28 22:30:00+00"
46968,"BTC","23133.340036881","23197.921923823","23133.340036881","23163.690923335","2023-02-28 23:29:00+00","2023-02-28 23:00:00+00","2023-02-28 23:30:00+00","2023-02-28 23:00:00+00"
